Código CVM,Empresa,Categoria,Tipo,Espécie,Data Referência,Data Entrega,Status,V,Modalidade,download
02398-1,023981 CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191009 09/10/2019 17:58,Ativo,1,AP,"OpenDownloadDocumentos('240171','1','715357','IPE')"
02405-8,024058 CENTRO DE IMAGEM DIAGNOSTICOS S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191009 09/10/2019 18:01,Ativo,1,AP,"OpenDownloadDocumentos('240176','1','715363','IPE')"
02405-8,024058 CENTRO DE IMAGEM DIAGNOSTICOS S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190901 09/2019,20191009 09/10/2019 18:02,Ativo,1,AP,"OpenDownloadDocumentos('240178','1','715365','IPE')"
02413-9,024139 CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE,Escrituras e aditamentos de debêntures,,,20191001 01/10/2019,20191009 09/10/2019 17:32,Ativo,1,AP,"OpenDownloadDocumentos('240162','1','715348','IPE')"
02417-1,024171 ATACADÃO S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Parceria com o Grupo Super Nosso -,20191009 09/10/2019,20191009 09/10/2019 21:00,Ativo,1,AP,"OpenDownloadDocumentos('240242','1','715429','IPE')"
02422-8,024228 CAMIL ALIMENTOS S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191009 09/10/2019 21:25,Ativo,1,AP,"OpenDownloadDocumentos('240243','1','715430','IPE')"
02427-9,024279 INTER CONSTRUTORA E INCORPORADORA S.A.,Reunião da Administração,Diretoria,Termo de posse de membros da diretoria.Ata,20191007 07/10/2019 11:00,20191009 09/10/2019 14:11,Cancelado,1,AP,"OpenDownloadDocumentos('240115','1','715301','IPE')"
02427-9,024279 Inter Construtora e Incorporadora S/A,Formulário de Referência,,,20190101 2019,20191009 09/10/2019 15:55,Ativo,5,RE,"OpenDownloadDocumentos('88616','5','024279FRE201920190500088616-73','')"
02429-5,024295 PETROBRAS DISTRIBUIDORA S/A,Calendário de Eventos Corporativos,,,20191231 31/12/2019,20191009 09/10/2019 18:24,Ativo,7,RE,"OpenDownloadDocumentos('240201','7','715388','IPE')"
02431-7,024317 BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES SA,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191009 09/10/2019 18:30,Ativo,1,AP,"OpenDownloadDocumentos('240203','1','715390','IPE')"
02431-7,024317 BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES SA,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190901 09/2019,20191009 09/10/2019 18:31,Ativo,1,AP,"OpenDownloadDocumentos('240204','1','715391','IPE')"
02434-1,024341 ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191009 09/10/2019 11:20,Ativo,1,AP,"OpenDownloadDocumentos('240099','1','715285','IPE')"
02438-4,024384 NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.,Formulário de Referência,,,20190101 2019,20191009 09/10/2019 20:55,Inativo,6,RE,"OpenDownloadDocumentos('88626','6','024384FRE201920190600088626-72','')"
02440-6,024406 BANCO INTER S.A.,Assembleia,AGE,"Alteração dos Planos de Opções de Compras de Ações de Emissão do Banco,Eleição de Membro do Conselho de Administração do Banco,Reforma do Estatuto Social do BancoProposta da Administração",20191015 15/10/2019 12:00,20191009 09/10/2019 18:33,Ativo,2,RE,"OpenDownloadDocumentos('240205','2','715392','IPE')"
02449-0,024490 Saber Serviços Educacionais S.A,Assembleia,AGE,"Abertura de filial da Companhia,Consolidação do Estatuto Social da CompanhiaAta",20190801 01/08/2019 10:00,20191009 09/10/2019 15:44,Ativo,1,AP,"OpenDownloadDocumentos('240134','1','715320','IPE')"
02449-0,024490 Saber Serviços Educacionais S.A,Estatuto Social,,,20191004 04/10/2019,20191009 09/10/2019 16:26,Ativo,1,AP,"OpenDownloadDocumentos('240140','1','715326','IPE')"
02449-0,024490 Saber Serviços Educacionais S.A,Formulário de Referência,,,20190101 2019,20191009 09/10/2019 19:05,Inativo,6,RE,"OpenDownloadDocumentos('88621','6','024490FRE201920190600088621-78','')"
02460-0,024600 BANCO BMG S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190901 09/2019,20191009 09/10/2019 17:13,Ativo,1,AP,"OpenDownloadDocumentos('240155','1','715341','IPE')"
02460-0,024600 BANCO BMG S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191009 09/10/2019 17:14,Ativo,1,AP,"OpenDownloadDocumentos('240157','1','715343','IPE')"
02462-7,024627 Blau Farmacêutica S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190901 09/2019,20191009 09/10/2019 16:38,Ativo,1,AP,"OpenDownloadDocumentos('240143','1','715329','IPE')"
02462-7,024627 Blau Farmacêutica S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191009 09/10/2019 16:41,Ativo,1,AP,"OpenDownloadDocumentos('240145','1','715331','IPE')"
02466-0,024660 BBM LOGISTICA S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190930 09/2019,20191009 09/10/2019 14:33,Ativo,1,AP,"OpenDownloadDocumentos('240120','1','715306','IPE')"
02471-6,"024716 VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191009 09/10/2019 08:16,Ativo,1,AP,"OpenDownloadDocumentos('240065','1','715251','IPE')"
02480-5,024805 VIVARA PARTICIPAÇOES S.A,Reunião da Administração,Conselho de Administração,RCA Vivara - Definição do preço por ação e aprovação do aumento de capital (dentro do limite do capital autorizado)Ata,20191008 08/10/2019 17:00,20191009 09/10/2019 16:05,Ativo,1,AP,"OpenDownloadDocumentos('240136','1','715322','IPE')"
05005-9,050059 BANK OF AMERICA CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20191009 09/10/2019,20191009 09/10/2019 18:15,Ativo,1,AP,"OpenDownloadDocumentos('240194','1','715381','IPE')"
05009-1,050091 GOLDMAN SACHS GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20191009 09/10/2019,20191009 09/10/2019 18:13,Ativo,1,AP,"OpenDownloadDocumentos('240187','1','715374','IPE')"
05010-5,050105 CITIGROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20191009 09/10/2019,20191009 09/10/2019 18:15,Ativo,1,AP,"OpenDownloadDocumentos('240195','1','715382','IPE')"
05013-0,050130 WELLS FARGO COMPANY,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20191009 09/10/2019,20191009 09/10/2019 18:13,Ativo,1,AP,"OpenDownloadDocumentos('240189','1','715376','IPE')"
05019-9,050199 PROCTER GAMBLE COMPANY,Aviso aos Acionistas,Outros avisos,Pagamento de Dividendos - Aviso Inicial -,20191009 09/10/2019,20191009 09/10/2019 10:59,Ativo,1,AP,"OpenDownloadDocumentos('240095','1','715281','IPE')"
05019-9,050199 PROCTER GAMBLE COMPANY,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,3 -,20191009 09/10/2019,20191009 09/10/2019 18:13,Ativo,1,AP,"OpenDownloadDocumentos('240190','1','715377','IPE')"
05021-0,050210 CATERPILLAR INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,09/10/2019 CATERPILLAR INC. CAT:US – DISTRIBUIÇÃO DE DIVIDENDOS -,20191009 09/10/2019,20191009 09/10/2019 17:13,Ativo,1,AP,"OpenDownloadDocumentos('240156','1','715342','IPE')"
05057-1,050571 JPMORGAN CHASE & CO.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20191009 09/10/2019,20191009 09/10/2019 10:42,Ativo,1,AP,"OpenDownloadDocumentos('240090','1','715276','IPE')"
05057-1,050571 JPMORGAN CHASE & CO.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20191009 09/10/2019,20191009 09/10/2019 18:13,Ativo,1,AP,"OpenDownloadDocumentos('240188','1','715375','IPE')"
05108-0,"051080 BLACKROCK, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,SC 13G -,20191009 09/10/2019,20191009 09/10/2019 18:12,Ativo,1,AP,"OpenDownloadDocumentos('240185','1','715372','IPE')"
05108-0,"051080 BLACKROCK, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,SC 13G/A -,20191009 09/10/2019,20191009 09/10/2019 18:13,Ativo,1,AP,"OpenDownloadDocumentos('240186','1','715373','IPE')"
05144-6,051446 AMERICAN AIRLINES GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191009 09/10/2019,20191009 09/10/2019 10:39,Ativo,1,AP,"OpenDownloadDocumentos('240086','1','715272','IPE')"
05180-2,051802 EQUINIX INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,3 -,20191009 09/10/2019,20191009 09/10/2019 10:41,Ativo,1,AP,"OpenDownloadDocumentos('240088','1','715274','IPE')"
05180-2,051802 EQUINIX INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191009 09/10/2019,20191009 09/10/2019 10:41,Ativo,1,AP,"OpenDownloadDocumentos('240089','1','715275','IPE')"
05253-1,052531 TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,6-K -,20191009 09/10/2019,20191009 09/10/2019 10:43,Ativo,1,AP,"OpenDownloadDocumentos('240091','1','715277','IPE')"
05262-0,052620 ANHEUSER-BUSCH INBEV SA/NV,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,6-K -,20191009 09/10/2019,20191009 09/10/2019 10:40,Ativo,1,AP,"OpenDownloadDocumentos('240087','1','715273','IPE')"
08002-0,"080020 GP INVESTMENTS, LTD.",Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191009 09/10/2019 19:15,Ativo,1,AP,"OpenDownloadDocumentos('240226','1','715413','IPE')"
08004-7,080047 WILSON SONS LTD.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191009 09/10/2019 17:43,Ativo,1,AP,"OpenDownloadDocumentos('240165','1','715351','IPE')"
08015-2,080152 PPLA PARTICIPATIONS LTD.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191009 09/10/2019 18:38,Ativo,1,AP,"OpenDownloadDocumentos('240210','1','715397','IPE')"
08015-2,080152 PPLA PARTICIPATIONS LTD.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190901 09/2019,20191009 09/10/2019 20:40,Ativo,1,AP,"OpenDownloadDocumentos('240241','1','715428','IPE')"
00090-6,000906 BCO BRADESCO S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191010 10/10/2019 09:26,Ativo,1,AP,"OpenDownloadDocumentos('240267','1','715454','IPE')"
00090-6,000906 BCO BRADESCO S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190901 09/2019,20191010 10/10/2019 09:43,Ativo,1,AP,"OpenDownloadDocumentos('240277','1','715464','IPE')"
00102-3,001023 BCO BRASIL S.A.,Documentos de Oferta de Distribuição Pública,Aviso ao Mercado,Republicação do Aviso ao Mercado -,20191010 10/10/2019,20191010 10/10/2019 09:38,Ativo,1,AP,"OpenDownloadDocumentos('240272','1','715459','IPE')"
00102-3,001023 BCO BRASIL S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20191010 10/10/2019 14:22,Ativo,2,RE,"OpenDownloadDocumentos('240350','2','715538','IPE')"
00102-3,001023 BCO BRASIL S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190901 09/2019,20191010 10/10/2019 16:26,Ativo,1,AP,"OpenDownloadDocumentos('240377','1','715565','IPE')"
00102-3,001023 BCO BRASIL S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191010 10/10/2019 16:27,Ativo,1,AP,"OpenDownloadDocumentos('240378','1','715566','IPE')"
00102-3,001023 BCO BRASIL S.A.,Comunicação sobre Transação entre Partes Relacionadas,,Transação entre Partes Relacionadas - BBTS -,20191007 07/10/2019,20191010 10/10/2019 18:33,Ativo,1,AP,"OpenDownloadDocumentos('240496','1','715686','IPE')"
00112-0,001120 BCO ESTADO DE SERGIPE S.A. - BANESE,Assembleia,AGE,MAPA SINTÉTICO CONSOLIDADO DE VOTO À DISTÂNCIAMapa consolidado de voto a distância,20191011 11/10/2019 10:00,20191010 10/10/2019 17:18,Ativo,1,AP,"OpenDownloadDocumentos('240402','1','715590','IPE')"
00112-0,001120 BCO ESTADO DE SERGIPE S.A. - BANESE,Reunião da Administração,Conselho Fiscal,"Apresentação do Resultado do mês de agosto/2019,Elaboração do Parecer do Conselho Fiscal,Acompanhamento da Regularidade Fiscal,Acompanhamento dos Atos da Administração,Encaminhamento dos Relatórios dos Auditores IndependentesAta",20191010 10/10/2019 09:00,20191010 10/10/2019 17:23,Ativo,1,AP,"OpenDownloadDocumentos('240406','1','715594','IPE')"
00121-0,001210 BANCO DO ESTADO DO RIO GRANDE DO SUL SA,Formulário de Referência,,,20190101 2019,20191010 10/10/2019 15:50,Inativo,13,RE,"OpenDownloadDocumentos('88630','13','001210FRE201920191300088630-79','')"
00122-8,001228 BCO NORDESTE DO BRASIL S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191010 10/10/2019 11:18,Ativo,1,AP,"OpenDownloadDocumentos('240324','1','715512','IPE')"
00122-8,001228 BCO NORDESTE DO BRASIL S.A.,Formulário de Referência,,,20190101 2019,20191010 10/10/2019 19:10,Inativo,11,RE,"OpenDownloadDocumentos('88642','11','001228FRE201920191100088642-75','')"
00159-7,001597 PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191010 10/10/2019 16:16,Ativo,1,AP,"OpenDownloadDocumentos('240372','1','715560','IPE')"
00210-0,002100 CAMBUCI S.A.,Fato Relevante,,Proposta de conversão das ações preferenciais em ordinarias -,20191010 10/10/2019,20191010 10/10/2019 17:26,Ativo,1,AP,"OpenDownloadDocumentos('240410','1','715598','IPE')"
00243-7,002437 CENTRAIS ELET BRAS S.A. - ELETROBRAS,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Segundo Plano de Demissão Consensual 2019 -,20191010 10/10/2019,20191010 10/10/2019 21:20,Ativo,1,AP,"OpenDownloadDocumentos('240611','1','715757','IPE')"
00245-3,002453 CIA ENERGETICA DE MINAS GERAIS - CEMIG,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191010 10/10/2019 11:45,Ativo,1,AP,"OpenDownloadDocumentos('240331','1','715519','IPE')"
00245-3,002453 CIA ENERGETICA DE MINAS GERAIS - CEMIG,Fato Relevante,,Encerramento Transação Alto Sertão III -,20191010 10/10/2019,20191010 10/10/2019 21:00,Ativo,1,AP,"OpenDownloadDocumentos('240608','1','715754','IPE')"
00257-7,002577 CESP - CIA ENERGETICA DE SAO PAULO,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191010 10/10/2019 08:51,Ativo,1,AP,"OpenDownloadDocumentos('240254','1','715441','IPE')"
00307-7,003077 CIA FIACAO TECIDOS CEDRO CACHOEIRA,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191010 10/10/2019 09:22,Inativo,1,AP,"OpenDownloadDocumentos('240262','1','715449','IPE')"
00332-8,003328 CIA HIDRO ELÉTRICA DO SÃO FRANCISCO,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191010 10/10/2019 15:01,Ativo,1,AP,"OpenDownloadDocumentos('240361','1','715549','IPE')"
00332-8,003328 CIA HIDRO ELÉTRICA DO SÃO FRANCISCO,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Segundo Plano de Demissão Consensual 2019 (“PDC”) -,20191010 10/10/2019,20191010 10/10/2019 23:08,Ativo,1,AP,"OpenDownloadDocumentos('240617','1','715763','IPE')"
00398-0,003980 GERDAU S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191010 10/10/2019 17:38,Ativo,1,AP,"OpenDownloadDocumentos('240428','1','715618','IPE')"
00417-0,004170 VALE S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190401 04/2019,20191010 10/10/2019 19:57,Ativo,3,RE,"OpenDownloadDocumentos('240591','3','715737','IPE')"
00482-0,004820 BRASKEM S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191010 10/10/2019 19:09,Ativo,1,AP,"OpenDownloadDocumentos('240529','1','715719','IPE')"
00482-0,004820 BRASKEM S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190901 09/2019,20191010 10/10/2019 19:10,Ativo,1,AP,"OpenDownloadDocumentos('240530','1','715720','IPE')"
00482-0,004820 BRASKEM S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Indeferimento MPT-AL -,20191010 10/10/2019,20191010 10/10/2019 19:35,Ativo,1,AP,"OpenDownloadDocumentos('240539','1','715729','IPE')"
00520-7,005207 DOHLER S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191010 10/10/2019 12:03,Ativo,1,AP,"OpenDownloadDocumentos('240339','1','715527','IPE')"
00525-8,005258 RAIA DROGASIL S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191010 10/10/2019 18:04,Ativo,1,AP,"OpenDownloadDocumentos('240451','1','715641','IPE')"
00525-8,005258 RAIA DROGASIL S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190901 09/2019,20191010 10/10/2019 18:05,Ativo,1,AP,"OpenDownloadDocumentos('240452','1','715642','IPE')"
00541-0,005410 WEG S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191010 10/10/2019 17:15,Ativo,1,AP,"OpenDownloadDocumentos('240400','1','715588','IPE')"
00541-0,005410 WEG S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190901 09/2019,20191010 10/10/2019 17:16,Ativo,1,AP,"OpenDownloadDocumentos('240401','1','715589','IPE')"
00604-1,006041 INVESTIMENTOS BEMGE S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190901 09/2019,20191010 10/10/2019 18:10,Ativo,1,AP,"OpenDownloadDocumentos('240462','1','715652','IPE')"
00604-1,006041 INVESTIMENTOS BEMGE S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191010 10/10/2019 18:11,Ativo,1,AP,"OpenDownloadDocumentos('240464','1','715654','IPE')"
