cvm_code,company,category,type,kind,reference_date,issue_dttm,status,v,modality,download,,
01482-6,014826 CIA BRASILEIRA DE DISTRIBUICAO,Reunião da Administração,Conselho de Administração,"Orientação de voto em AGE para realização de emissão de Debêntures,a prestação de garantia fidejussória pela Companhia, representada por fiança (“Fiança”), em garantia das obrigações assumidas pela Sendas, perante os titulares das Debêntures,Autorização e ratificação à Diretoria e demais representantes legais da Companhia para que estes pratiquem todos os atos e adotem todas as medidas necessárias para a formalização da prestação da FiançAta",20190809 09/08/2019 09:30,20190809 09/08/2019 18:51,Ativo,1,AP,"OpenDownloadDocumentos('230986','1','705188','IPE')",,
01486-9,014869 CIA ENERGETICA DO CEARA - COELCE,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 22:07,Ativo,1,AP,"OpenDownloadDocumentos('231062','1','705266','IPE')",,
01553-9,015539 NEOENERGIA S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 16:06,Ativo,1,AP,"OpenDownloadDocumentos('230793','1','704990','IPE')",,
01563-6,015636 CIA GAS DE SAO PAULO - COMGAS,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 18:25,Ativo,1,AP,"OpenDownloadDocumentos('230957','1','705159','IPE')",,
01578-4,015784 ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 10:55,Ativo,1,AP,"OpenDownloadDocumentos('230634','1','704822','IPE')",,
01626-8,016268 MARINA DE IRACEMA PARK SA,ITR,,,20190630 30/06/2019,20190809 09/08/2019 14:54,Ativo,1,AP,"OpenDownloadDocumentos('86243','1','016268ITR300620190100086243-76','ITR')",,
01628-4,016284 524 PARTICIPAÇOES SA,ITR,,,20190630 30/06/2019,20190809 09/08/2019 15:44,Ativo,1,AP,"OpenDownloadDocumentos('86248','1','016284ITR300620190100086248-78','ITR')",,
01629-2,016292 BRF S.A.,Dados Econômico-Financeiros,Press-release,Relatório da Administração 2T19 -,20190630 30/06/2019,20190809 09/08/2019 08:02,Ativo,1,AP,"OpenDownloadDocumentos('230571','1','704756','IPE')",,
01629-2,016292 BRF S.A.,Dados Econômico-Financeiros,Press-release,Relatório da Administração 2T19 - Inglês -,20190630 30/06/2019,20190809 09/08/2019 08:03,Ativo,1,AP,"OpenDownloadDocumentos('230572','1','704758','IPE')",,
01629-2,016292 BRF S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras em Padrões Internacionais,Versão em InglêsDemonstrações Financeiras em IFRS,20190630 30/06/2019,20190809 09/08/2019 08:04,Ativo,1,AP,"OpenDownloadDocumentos('230573','1','704759','IPE')",,
01629-2,016292 BRF S.A.,Fato Relevante,,Guidance de Alavancagem -,20190809 09/08/2019,20190809 09/08/2019 08:45,Ativo,1,AP,"OpenDownloadDocumentos('230578','1','704764','IPE')",,
01629-2,016292 BRF S.A.,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Apresentação de Resultados do 2T19 -,20190809 09/08/2019,20190809 09/08/2019 11:57,Ativo,1,AP,"OpenDownloadDocumentos('230659','1','704847','IPE')",,
01629-2,016292 BRF S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190701 07/2019,20190809 09/08/2019 17:11,Ativo,1,AP,"OpenDownloadDocumentos('230829','1','705026','IPE')",,
01629-2,016292 BRF S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 17:13,Ativo,1,AP,"OpenDownloadDocumentos('230831','1','705028','IPE')",,
01629-2,016292 BRF S.A.,ITR,,,20190630 30/06/2019,20190809 09/08/2019 08:00,Ativo,1,AP,"OpenDownloadDocumentos('86223','1','016292ITR300620190100086223-70','ITR')",,
01630-6,016306 ROSSI RESIDENCIAL S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190701 07/2019,20190809 09/08/2019 18:13,Ativo,1,AP,"OpenDownloadDocumentos('230931','1','705131','IPE')",,
01630-6,016306 ROSSI RESIDENCIAL S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 18:14,Ativo,1,AP,"OpenDownloadDocumentos('230936','1','705136','IPE')",,
01660-8,016608 EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 13:55,Ativo,1,AP,"OpenDownloadDocumentos('230712','1','704908','IPE')",,
01660-8,016608 EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190701 07/2019,20190809 09/08/2019 13:59,Ativo,1,AP,"OpenDownloadDocumentos('230714','1','704910','IPE')",,
01663-2,016632 GPC PARTICIPACOES S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 09:28,Ativo,1,AP,"OpenDownloadDocumentos('230598','1','704785','IPE')",,
01663-2,016632 GPC PARTICIPACOES S.A.,Fato Relevante,,Celebração de acordo comercial para alienação de imóvel -,20190809 09/08/2019,20190809 09/08/2019 20:28,Ativo,1,AP,"OpenDownloadDocumentos('231039','1','705241','IPE')",,
01667-5,016675 CEL PARTICIPAÇÕES S.A. - CELPAR,ITR,,,20190630 30/06/2019,20190809 09/08/2019 19:04,Ativo,1,AP,"OpenDownloadDocumentos('86277','1','016675ITR300620190100086277-74','ITR')",,
01670-5,016705 ALEF SA,ITR,,,20190630 30/06/2019,20190809 09/08/2019 15:26,Ativo,1,AP,"OpenDownloadDocumentos('86246','1','016705ITR300620190100086246-73','ITR')",,
01732-9,017329 ENGIE BRASIL ENERGIA S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190701 07/2019,20190809 09/08/2019 10:05,Ativo,1,AP,"OpenDownloadDocumentos('230617','1','704805','IPE')",,
01732-9,017329 ENGIE BRASIL ENERGIA S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 10:06,Ativo,1,AP,"OpenDownloadDocumentos('230618','1','704806','IPE')",,
01732-9,017329 ENGIE BRASIL ENERGIA S.A.,Assembleia,AGE,1. Eleição de 1 (um) membro titular e de 1 (um) membro suplente do Conselho de AdministraçãoEdital de Convocação,20190609 09/06/2019 11:00,20190809 09/08/2019 12:20,Cancelado,1,AP,"OpenDownloadDocumentos('230681','1','704870','IPE')",,
01732-9,017329 ENGIE BRASIL ENERGIA S.A.,Assembleia,AGE,Manual para participação,20190609 09/06/2019 11:00,20190809 09/08/2019 12:21,Cancelado,1,AP,"OpenDownloadDocumentos('230684','1','704874','IPE')",,
01732-9,017329 ENGIE BRASIL ENERGIA S.A.,Assembleia,AGE,Eleição de Membros do Conselho de AdministraçãoProposta da Administração,20190609 09/06/2019 11:00,20190809 09/08/2019 12:22,Cancelado,1,AP,"OpenDownloadDocumentos('230685','1','704875','IPE')",,
01732-9,017329 ENGIE BRASIL ENERGIA S.A.,Calendário de Eventos Corporativos,,,20191231 31/12/2019,20190809 09/08/2019 14:20,Inativo,12,RE,"OpenDownloadDocumentos('230728','12','704924','IPE')",,
01732-9,017329 ENGIE BRASIL ENERGIA S.A.,Assembleia,AGE,1. Eleição de 1 (um) membro titular e de 1 (um) membro suplente do Conselho de AdministraçãoEdital de Convocação,20190909 09/09/2019 11:00,20190809 09/08/2019 15:13,Cancelado,1,AP,"OpenDownloadDocumentos('230751','1','704947','IPE')",,
01732-9,017329 ENGIE BRASIL ENERGIA S.A.,Assembleia,AGE,Manual para participação,20190909 09/09/2019 11:00,20190809 09/08/2019 15:14,Inativo,1,AP,"OpenDownloadDocumentos('230752','1','704948','IPE')",,
01732-9,017329 ENGIE BRASIL ENERGIA S.A.,Assembleia,AGE,Eleição de Membros do Conselho de AdministraçãoProposta da Administração,20190909 09/09/2019 11:00,20190809 09/08/2019 15:14,Inativo,1,AP,"OpenDownloadDocumentos('230753','1','704949','IPE')",,
01732-9,017329 ENGIE BRASIL ENERGIA S.A.,Assembleia,AGE,1. Eleição de 1 (um) membro titular e de 1 (um) membro suplente do Conselho de AdministraçãoEdital de Convocação,20190909 09/09/2019 11:00,20190809 09/08/2019 15:25,Ativo,1,AP,"OpenDownloadDocumentos('230764','1','704961','IPE')",,
01745-0,017450 RUMO S.A.,Formulário de Referência,,,20190101 2019,20190809 09/08/2019 17:49,Inativo,8,RE,"OpenDownloadDocumentos('86269','8','017450FRE201920190800086269-72','')",,
01748-5,017485 ELEKTRO REDES S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 16:44,Inativo,1,AP,"OpenDownloadDocumentos('230812','1','705009','IPE')",,
01791-4,017914 MMX MINERACAO E METALICOS S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 19:24,Ativo,1,AP,"OpenDownloadDocumentos('231027','1','705229','IPE')",,
01794-9,017949 MRS LOGISTICA S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 09:12,Ativo,1,AP,"OpenDownloadDocumentos('230592','1','704779','IPE')",,
01796-5,017965 GAMA PARTICIPAÇÕES S.A.,ITR,,,20190630 30/06/2019,20190809 09/08/2019 15:34,Ativo,1,AP,"OpenDownloadDocumentos('86247','1','017965ITR300620190100086247-78','ITR')",,
01797-3,017973 COGNA EDUCAÇÃO S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 17:51,Ativo,1,AP,"OpenDownloadDocumentos('230880','1','705079','IPE')",,
01797-3,017973 COGNA EDUCAÇÃO S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190701 07/2019,20190809 09/08/2019 17:58,Ativo,1,AP,"OpenDownloadDocumentos('230895','1','705094','IPE')",,
01813-9,018139 CIA ENERGETICA DO RIO GDE NORTE - COSERN,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190601 06/2019,20190809 09/08/2019 15:29,Ativo,2,RE,"OpenDownloadDocumentos('230765','2','704962','IPE')",,
01813-9,018139 CIA ENERGETICA DO RIO GDE NORTE - COSERN,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 16:05,Ativo,1,AP,"OpenDownloadDocumentos('230791','1','704988','IPE')",,
01828-7,018287 CIBRASEC - COMPANHIA BRASILEIRA DE SECURITIZACAO,Reunião da Administração,Conselho de Administração,"Eleger a Sra. Juliane Effting Matias ao cargo de Diretora sem designação específica,Eleger o Sr. Fernando Pinilha Cruz ao cargo de Diretor Presidente,Eleger o Sr. Ivo Vel Kos ao cargo de Diretor de Relações com Investidores,Tomar conhecimento da carta de renúncia apresentada pelo Sr. Onivaldo Scalco ao cargo de Diretor Presidente e de Diretor de Relações com Investidores,Tomar conhecimento da carta de renúncia apresentada pelo Sr. Sérgio Guedes Pinheiro ao cargo de Diretor de OperaçõesAta",20190724 24/07/2019 08:30,20190809 09/08/2019 15:19,Ativo,2,RE,"OpenDownloadDocumentos('230759','2','704955','IPE')",,
01828-7,018287 CIBRASEC - COMPANHIA BRASILEIRA DE SECURITIZACAO,Assembleia,AGE,"Alteração de um dos jornais de grande circulação para a publicação dos atos da Companhia,Alteração do endereço da sede da Companhia,Aprovação da outorga e formalização pela Companhia de Debêntures e autorização para administração da Companhia outorgar garantias,Aprovação do mútuo para a ISEC Securitizadora S.A,Conhecimento das renúncias dos conselheiros eleitos e seus respectivos suplentes, na AGO 26.04.2019,Destituição de membros do Conselho que foram eleitos na AGO 26.04.2019,Eleição dos novos membros do Conselho de Administração da Companhia para o exercício do mandato até a AGO de 2022,Ratificação do pagamento de juros sobre Capital Próprio pela Companhia Reforma e consolidação do Estatuto Social da Companhia,Revogação da verba honorária da administração da Companhia conforme aprovada na AGO 26.04.2019Ata",20190724 24/07/2019 08:00,20190809 09/08/2019 15:54,Ativo,2,RE,"OpenDownloadDocumentos('230777','2','704974','IPE')",,
01830-9,018309 EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 14:11,Ativo,1,AP,"OpenDownloadDocumentos('230722','1','704918','IPE')",,
01830-9,018309 EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190701 07/2019,20190809 09/08/2019 14:15,Ativo,1,AP,"OpenDownloadDocumentos('230723','1','704919','IPE')",,
01837-6,018376 CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Fitch Afirma Rating da ISA CTEEP em 'AAA+(bra)' – perspectiva Estável -,20190809 09/08/2019,20190809 09/08/2019 19:01,Ativo,1,AP,"OpenDownloadDocumentos('230993','1','705194','IPE')",,
01837-6,018376 CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,Dados Econômico-Financeiros,Relatório de Agência de Rating,Fitch Afirma Rating da ISA CTEEP em 'AAA+(bra)' – perspectiva Estável -,20190809 09/08/2019,20190809 09/08/2019 19:06,Ativo,1,AP,"OpenDownloadDocumentos('230997','1','705199','IPE')",,
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,Documentos de Oferta de Distribuição Pública,Aviso ao Mercado,Aviso ao Mercado da Oferta de Distribuição Pública da 221ª Série da 1ª Emissão de Certificados de Recebíveis Imobiliários da RB Capital Companhia de Securitização -,20190808 08/08/2019,20190809 09/08/2019 08:00,Ativo,1,AP,"OpenDownloadDocumentos('230569','1','704754','IPE')",,
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,Documentos de Oferta de Distribuição Pública,Prospecto de Distribuição Pública,Prospecto Preliminar da Oferta de Distribuição dos Certificados de Recebíveis Imobiliários da 221ª Série da 1ª Emissão da RB Capital Companhia de SecuritizaçãoMinuta de Prospecto Preliminar,20190808 08/08/2019,20190809 09/08/2019 08:01,Ativo,1,AP,"OpenDownloadDocumentos('230570','1','704755','IPE')",,
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,Assembleia,AGCRA,ASSEMBLEIA DE TITULARES DE CERTIFICADOS DE RECEBÍVEIS DO AGRONEGÓCIO DA 9ª SÉRIE DA 1ª EMISSÃO DA RB CAPITAL COMPANHIA DE SECURITIZAÇÃOAta,20190808 08/08/2019 14:00,20190809 09/08/2019 08:58,Ativo,1,AP,"OpenDownloadDocumentos('230581','1','704767','IPE')",,
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,Assembleia,AGCRI,Ata da Assembleia Geral de Titulares de Certificados de Recebíveis Imobiliários da 70ª Série da 1ª Emissão da RB Capital Companhia de Securitização Ata,20190809 09/08/2019 14:00,20190809 09/08/2019 18:10,Ativo,1,AP,"OpenDownloadDocumentos('230926','1','705125','IPE')",,
01841-4,018414 IDEIASNET S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 12:12,Ativo,1,AP,"OpenDownloadDocumentos('230670','1','704859','IPE')",,
01843-0,018430 WTORRE PIC SEC DE CRÉDITOS IMOBILIARIOS,Informe Trimestral de Securitizadora,,,20190630 30/06/2019,20190809 09/08/2019 16:34,Ativo,1,AP,"OpenDownloadDocumentos('86253','1','018430SEC300620190100086253-78','SEC')",,
01843-0,018430 WTORRE PIC SEC DE CRÉDITOS IMOBILIARIOS,ITR,,,20190630 30/06/2019,20190809 09/08/2019 16:33,Ativo,1,AP,"OpenDownloadDocumentos('86252','1','018430ITR300620190100086252-75','ITR')",,
01846-5,018465 ULTRAPAR PARTICIPACOES S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190701 07/2019,20190809 09/08/2019 15:17,Ativo,1,AP,"OpenDownloadDocumentos('230756','1','704952','IPE')",,
01846-5,018465 ULTRAPAR PARTICIPACOES S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 15:18,Ativo,1,AP,"OpenDownloadDocumentos('230757','1','704953','IPE')",,
01854-6,018546 COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ,ITR,,,20190630 30/06/2019,20190809 09/08/2019 16:27,Inativo,1,AP,"OpenDownloadDocumentos('86251','1','018546ITR300620190100086251-79','ITR')",,
01862-7,018627 CIA SANEAMENTO DO PARANA - SANEPAR,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Aprovação pelo Conselho de Administração das tratativas do processo de renovação da prestação dos serviços de abastecimento de água e esgotamento sanitário com o município de Ponta Grossa. -,20190809 09/08/2019,20190809 09/08/2019 08:43,Ativo,1,AP,"OpenDownloadDocumentos('230576','1','704762','IPE')",,
01862-7,018627 CIA SANEAMENTO DO PARANA - SANEPAR,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 10:54,Ativo,1,AP,"OpenDownloadDocumentos('230633','1','704821','IPE')",,
01870-8,018708 CIA PARTICIPACOES ALIANCA DA BAHIA,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 16:18,Ativo,1,AP,"OpenDownloadDocumentos('230798','1','704995','IPE')",,
01872-4,018724 BRADESPAR S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190701 07/2019,20190809 09/08/2019 14:44,Ativo,1,AP,"OpenDownloadDocumentos('230737','1','704933','IPE')",,
01872-4,018724 BRADESPAR S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 15:04,Ativo,1,AP,"OpenDownloadDocumentos('230749','1','704945','IPE')",,
01875-9,018759 BRAZILIAN SECURITIES CIA SECURITIZACAO,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 21:22,Ativo,1,AP,"OpenDownloadDocumentos('231052','1','705254','IPE')",,
01875-9,018759 BRAZILIAN SECURITIES CIA SECURITIZACAO,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190701 07/2019,20190809 09/08/2019 21:25,Ativo,1,AP,"OpenDownloadDocumentos('231054','1','705256','IPE')",,
01877-5,018775 INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 14:05,Ativo,1,AP,"OpenDownloadDocumentos('230718','1','704914','IPE')",,
01897-0,018970 AES TIETE ENERGIA SA,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 16:53,Ativo,1,AP,"OpenDownloadDocumentos('230814','1','705011','IPE')",,
01897-0,018970 AES TIETE ENERGIA SA,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190701 07/2019,20190809 09/08/2019 16:56,Ativo,1,AP,"OpenDownloadDocumentos('230816','1','705013','IPE')",,
01901-1,019011 EMPRESA CONC RODOV DO NORTE S.A.ECONORTE,Fato Relevante,,Decisão Judicial -,20190809 09/08/2019,20190809 09/08/2019 11:01,Ativo,1,AP,"OpenDownloadDocumentos('230637','1','704825','IPE')",,
01906-2,019062 ANDRADE GUTIERREZ PARTICIPACOES S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190809 09/08/2019 18:19,Ativo,1,AP,"OpenDownloadDocumentos('230944','1','705144','IPE')",,
