cvm_code,company,category,type,kind,reference_date,issue_dttm,status,v,modality,download
00417-0,004170 VALE S.A.,Formulário de Referência,,,20190101 2019,20190904 04/09/2019 20:21,Inativo,10,RE,"OpenDownloadDocumentos('87149','10','004170FRE201920191000087149-89','')"
00466-9,004669 GUARARAPES CONFECCOES S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190904 04/09/2019 17:05,Ativo,1,AP,"OpenDownloadDocumentos('234736','1','709379','IPE')"
00466-9,004669 GUARARAPES CONFECCOES S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190801 08/2019,20190904 04/09/2019 17:07,Ativo,1,AP,"OpenDownloadDocumentos('234738','1','709382','IPE')"
00470-7,004707 CONSORCIO ALFA DE ADMINISTRACAO S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190904 04/09/2019 16:27,Ativo,1,AP,"OpenDownloadDocumentos('234727','1','709369','IPE')"
00617-3,006173 TAURUS ARMAS S.A.,Calendário de Eventos Corporativos,,,20191231 31/12/2019,20190904 04/09/2019 08:07,Inativo,12,RE,"OpenDownloadDocumentos('234638','12','709277','IPE')"
00761-7,007617 ITAUSA INVESTIMENTOS ITAU S.A.,Assembleia,AGE,"Mapa Final de Votação Detalhado,Mapa final de votação detalhado",20190830 30/08/2019 11:00,20190904 04/09/2019 18:02,Ativo,1,AP,"OpenDownloadDocumentos('234755','1','709400','IPE')"
00761-7,007617 ITAÚSA - INVESTIMENTOS ITAÚ S.A.,Formulário de Referência,,,20190101 2019,20190904 04/09/2019 17:54,Inativo,6,RE,"OpenDownloadDocumentos('87142','6','007617FRE201920190600087142-71','')"
00939-3,009393 PARANAPANEMA S.A.,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,"Apresentação - Call de resultados - 2T19 - Port e Ing, -",20190802 02/08/2019,20190904 04/09/2019 17:40,Ativo,1,AP,"OpenDownloadDocumentos('234747','1','709392','IPE')"
00939-3,009393 PARANAPANEMA S.A.,Reunião da Administração,Conselho de Administração,"1)Homologou aumento do capital social da Companhia, atendendo solicitação da (BLADEX) para que fossem convertidas, em ações ordinárias, 14.310.903 (quatorze milhões, trezentas e dez mil, novecentas e ,2)Aprovou a destituição do Sr. André Luis da Costa Gaia do cargo de Diretor Financeiro e de RI da Companhia, a partir do dia 30 de agosto de 2019.,3)Designou para ocupar o cargo de Diretor Financeiro, a partir do dia 30 de agosto de 2019, o Sr. Igor Gravina Taparelli.,4)Designou o Sr. Luiz Carlos Siqueira Aguiar, atual Presidente do Conselho de Administração e Diretor Presidente, para ocupar, interinamente, o cargo de Diretor de RI.,Ata",20190829 29/08/2019 10:00,20190904 04/09/2019 22:03,Inativo,1,AP,"OpenDownloadDocumentos('234784','1','709429','IPE')"
00939-3,009393 PARANAPANEMA S.A.,Aviso aos Acionistas,Outros avisos,"Aumento de capital social da companhia por conversão de debêntures em ações., -",20190904 04/09/2019,20190904 04/09/2019 22:07,Ativo,1,AP,"OpenDownloadDocumentos('234785','1','709430','IPE')"
00939-3,009393 PARANAPANEMA SA,Formulário de Referência,,,20190101 2019,20190904 04/09/2019 18:17,Inativo,8,RE,"OpenDownloadDocumentos('87146','8','009393FRE201920190800087146-72','')"
01045-6,010456 ALPARGATAS S.A.,Formulário Cadastral,,,20190101 2019,20190904 04/09/2019 10:26,Inativo,3,RE,"OpenDownloadDocumentos('87134','3','010456FCA000020190300087134-77','FCA')"
01107-0,011070 WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190904 04/09/2019 18:26,Ativo,1,AP,"OpenDownloadDocumentos('234764','1','709409','IPE')"
01197-5,011975 AZEVEDO E TRAVASSOS S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190904 04/09/2019 12:50,Ativo,1,AP,"OpenDownloadDocumentos('234671','1','709310','IPE')"
01257-2,012572 RECRUSUL S.A.,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,"Negociações atípicas de valores mobiliários, -",20190904 04/09/2019,20190904 04/09/2019 19:32,Ativo,1,AP,"OpenDownloadDocumentos('234773','1','709418','IPE')"
01377-3,013773 PBG S/A,Informe do Código de Governança,,,20191231 31/12/2019,20190904 04/09/2019 14:25,Ativo,1,AP,"OpenDownloadDocumentos('87135','1','013773CGVN20190101V01087135-82','CGVN')"
01431-1,014311 CIA PARANAENSE DE ENERGIA - COPEL,Reunião da Administração,Conselho de Administração,"Apreciou apresentação das assessorias contratadas para atuar no processo de alienação da Copel Telecomunicações S.A,Aprovou a continuidade da realização de AFAC pela Copel (Holding) e pela Copel GeT S.A. para UEGA,Aprovou a continuidade das negociações relacionadas ao Acordo Coletivo de Trabalho da Companhia, 2019-2020,Aprovou, alterações no Regimento Interno da Diretoria da Copel,Aprovou, o calendário de reuniões do Colegiado para 2020,Aprovou, o texto base da Política Anual de Políticas Públicas e de Governança Corporativa de 2018,Não aprovou a concessão de mútuo para a coligada Sercomtel,Realizou Sessão Executiva do Colegiado,Recebeu informações atualizadas do cenário financeiro da Companhia e debateu o assunto,Recebeu informações atualizadas e conheceu os próximos passos p/a o trabalho de desenvolvimento do Planejamento Estratégico 2020-2024,Recebeu informações sobre a Fundação Copel e sobre Planos de Previdência e de Saúde patrocinados pela Copel,Recebeu informações sobre eventual participação da Copel no Leilão Aneel A-6 2019,Recebeu informações sobre o Plano de Remediação, Reparação e Colaboração no âmbito da UEGA,Recebeu reporte do Comitê de Auditoria Estatutário sobre assuntos diversos,Recebeu reporte do Diretor Presidente sobre assuntos corporativos diversos,Tomou conhecimento das Políticas de Patrocínios e de Comunicação da Copel,Sumário das Decisões",20190904 04/09/2019 08:30,20190904 04/09/2019 18:57,Ativo,1,AP,"OpenDownloadDocumentos('234768','1','709413','IPE')"
01486-9,014869 CIA ENERG CEARA - COELCE,Formulário de Referência,,,20190101 2019,20190904 04/09/2019 19:32,Inativo,6,RE,"OpenDownloadDocumentos('87148','6','014869FRE201920190600087148-80','')"
01486-9,014869 CIA ENERGETICA DO CEARA - COELCE,Reunião da Administração,Conselho de Administração,"(i)	Apreciação das Informações Trimestrais – ITR’s, correspondentes ao segundo trimestre de 2019;,Adjudicação de Serviços Técnicos de Alta Tensão;,Eleição de nova Diretora Jurídica.,Fluxo de informações das atividades de Auditoria Interna;,Novas Conexões – acompanhamento;,Ata",20190902 02/09/2019 10:00,20190904 04/09/2019 18:31,Ativo,1,AP,"OpenDownloadDocumentos('234765','1','709410','IPE')"
01525-3,015253 ENERGISA S.A.,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,"Apresentação Energisa Day, -",20190903 03/09/2019,20190904 04/09/2019 09:25,Ativo,1,AP,"OpenDownloadDocumentos('234641','1','709280','IPE')"
01610-1,016101 GAFISA S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190801 08/2019,20190904 04/09/2019 15:05,Ativo,1,AP,"OpenDownloadDocumentos('234714','1','709355','IPE')"
01610-1,016101 GAFISA S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190904 04/09/2019 15:07,Ativo,1,AP,"OpenDownloadDocumentos('234715','1','709356','IPE')"
01630-6,016306 ROSSI RESIDENCIAL SA,Formulário de Referência,,,20190101 2019,20190904 04/09/2019 17:54,Inativo,2,RE,"OpenDownloadDocumentos('87143','2','016306FRE201920190200087143-75','')"
01663-2,016632 GPC PARTICIPACOES S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190904 04/09/2019 20:26,Ativo,1,AP,"OpenDownloadDocumentos('234776','1','709421','IPE')"
01767-1,017671 TELEFÔNICA BRASIL S.A,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190601 06/2019,20190904 04/09/2019 10:45,Ativo,3,RE,"OpenDownloadDocumentos('234654','3','709293','IPE')"
01862-7,018627 CIA SANEAMENTO DO PARANA - SANEPAR,Assembleia,AGE,"Destituir e Eleger Membro do Comitê de Indicação e Avaliação,Eleger Membro do Comitê de Indicação e Avaliação,Edital de Convocação",20190924 24/09/2019 11:00,20190904 04/09/2019 17:55,Ativo,1,AP,"OpenDownloadDocumentos('234750','1','709395','IPE')"
01862-7,018627 CIA SANEAMENTO DO PARANA - SANEPAR,Assembleia,AGE,"Proposta para a 117ª Assembleia Geral Extraordinária - Eleição e Destituição de Membros do Comitê de Indicação e Avaliação,Proposta da Administração",20190924 24/09/2019 11:00,20190904 04/09/2019 18:25,Ativo,1,AP,"OpenDownloadDocumentos('234762','1','709407','IPE')"
01870-8,018708 CIA PARTICIPACOES ALIANCA DA BAHIA,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190904 04/09/2019 11:15,Ativo,1,AP,"OpenDownloadDocumentos('234656','1','709295','IPE')"
01882-1,018821 CCR S.A.,Formulário de Referência,,,20190101 2019,20190904 04/09/2019 18:16,Inativo,5,RE,"OpenDownloadDocumentos('87144','5','018821FRE201920190500087144-73','')"
01918-6,019186 SANEAMENTO DE GOIAS SA,Reunião da Administração,Conselho de Administração,"1. Processo 5765/2019 - Posse do Conselheiro representante dos empregados;,2. Processo 12469/2019 - Eleição de novo Diretor Comercial;,3. Processo 13072/2019 - Aquisição de tubos e conexões hidráulicas;,4. Processo 2880/2019 - Termo de Homologação para aquisição de cloreto férrico, para coagulação de esgoto destinado a ETE Dr. Hélio Seixo de Brito.,Ata",20190903 03/09/2019 14:30,20190904 04/09/2019 10:09,Ativo,1,AP,"OpenDownloadDocumentos('234647','1','709286','IPE')"
01920-8,019208 CONC RIO-TERESOPOLIS S.A.,Reunião da Administração,Conselho de Administração,"Criação de comitê financeiro com representantes indicados pelos conselheiros para avaliar os impactos fiscais, societários e econômicos do processo de reequilíbrio do contrato de concessão da CRT.,Ata",20190830 30/08/2019 10:00,20190904 04/09/2019 18:23,Ativo,1,AP,"OpenDownloadDocumentos('234761','1','709406','IPE')"
01920-8,019208 CONC RIO-TERESOPOLIS S.A.,Fato Relevante,,"Reajuste da tarifa de pedágio., -",20190904 04/09/2019,20190904 04/09/2019 18:25,Ativo,1,AP,"OpenDownloadDocumentos('234763','1','709408','IPE')"
01956-9,019569 GOL LINHAS AEREAS INTELIGENTES S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"GOL divulga os resultados prévios de tráfego do mês de Agosto de 2019, -",20190904 04/09/2019,20190904 04/09/2019 20:47,Ativo,1,AP,"OpenDownloadDocumentos('234780','1','709425','IPE')"
01956-9,019569 GOL LINHAS AEREAS INTELIGENTES S.A.,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,"Resposta ao ofício B3, -",20190904 04/09/2019,20190904 04/09/2019 23:38,Ativo,1,AP,"OpenDownloadDocumentos('234789','1','709434','IPE')"
01973-9,019739 LOCALIZA RENT A CAR S.A.,Reunião da Administração,Conselho de Administração,"Deliberar sobre o pagamento de juros sobre o capital próprio,Ata",20190904 04/09/2019 08:00,20190904 04/09/2019 18:01,Ativo,1,AP,"OpenDownloadDocumentos('234754','1','709399','IPE')"
01973-9,019739 LOCALIZA RENT A CAR S.A.,Fato Relevante,,"Juros sobre o capital próprio, -",20190904 04/09/2019,20190904 04/09/2019 18:07,Ativo,1,AP,"OpenDownloadDocumentos('234757','1','709402','IPE')"
01987-9,019879 LIGHT S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Moody’s eleva rating da Light, -",20190904 04/09/2019,20190904 04/09/2019 19:39,Ativo,1,AP,"OpenDownloadDocumentos('234775','1','709420','IPE')"
02002-8,020028 VALID SOLUÇÕES S.A.,Calendário de Eventos Corporativos,,,20191231 31/12/2019,20190904 04/09/2019 21:33,Ativo,3,RE,"OpenDownloadDocumentos('234782','3','709427','IPE')"
02006-0,020060 LUPATECH S/A - Em Recuperação Judicial,Formulário de Referência,,,20190101 2019,20190904 04/09/2019 17:17,Inativo,6,RE,"OpenDownloadDocumentos('87141','6','020060FRE201920190600087141-87','')"
02008-7,020087 EMBRAER S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Embraer entrega primeiro avião multimissão KC-390 à Força Aérea Brasileira, -",20190904 04/09/2019,20190904 04/09/2019 11:46,Ativo,1,AP,"OpenDownloadDocumentos('234659','1','709298','IPE')"
02008-7,020087 EMBRAER S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190904 04/09/2019 12:09,Ativo,1,AP,"OpenDownloadDocumentos('234662','1','709301','IPE')"
02032-0,020320 CEMIG GERACAO E TRANSMISSAO S.A.,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,"Notícia divulgada na mídia, -",20190904 04/09/2019,20190904 04/09/2019 17:03,Ativo,1,AP,"OpenDownloadDocumentos('234734','1','709377','IPE')"
02034-6,020346 PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190904 04/09/2019 09:49,Ativo,1,AP,"OpenDownloadDocumentos('234644','1','709283','IPE')"
02047-8,020478 PDG REALTY S.A. EMPREEND E PARTICIPACOES,Informações de Companhias em Recuperação Judicial ou Extrajudicial,Outros documentos,"Relatório Mensal de Monitoramento, -",20190430 30/04/2019,20190904 04/09/2019 16:52,Ativo,1,AP,"OpenDownloadDocumentos('234731','1','709373','IPE')"
02047-8,020478 PDG REALTY S.A. EMPREEND E PARTICIPACOES,Informações de Companhias em Recuperação Judicial ou Extrajudicial,Outros documentos,"Relatório de Monitoramento Mensal, -",20190331 31/03/2019,20190904 04/09/2019 16:53,Ativo,1,AP,"OpenDownloadDocumentos('234733','1','709376','IPE')"
02054-0,020540 CPFL ENERGIAS RENOVÁVEIS S.A.,Assembleia,AGE,"Alteração do endereço da sede social da Companhia;,Aprovação do Artigo 3º do Estatuto Social da Companhia, de forma a refletir a alteração da sua sede social.,Renúncia e eleição dos novos membros do Conselho Fiscal da Companhia;,Edital de Convocação",20191004 04/10/2019 15:00,20190904 04/09/2019 08:08,Ativo,1,AP,"OpenDownloadDocumentos('234639','1','709278','IPE')"
02054-0,020540 CPFL ENERGIAS RENOVÁVEIS S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190904 04/09/2019 11:49,Ativo,1,AP,"OpenDownloadDocumentos('234660','1','709299','IPE')"
02054-0,020540 CPFL ENERGIAS RENOVÁVEIS S.A.,Assembleia,AGE,Manual para participação,20191004 04/10/2019 15:00,20190904 04/09/2019 14:43,Ativo,1,AP,"OpenDownloadDocumentos('234710','1','709350','IPE')"
02054-0,020540 CPFL ENERGIAS RENOVÁVEIS S.A.,Assembleia,AGE,"Aprovar a proposta de alteração do endereço da sede social da Companhia, com a consequente alteração do Artigo 3º do Estatuto Social,Conhecer da renúncia de membros do Conselho Fiscal da Companhia e eleger os novos membros do Conselho Fiscal,Proposta da Administração",20191004 04/10/2019 15:00,20190904 04/09/2019 14:45,Ativo,1,AP,"OpenDownloadDocumentos('234712','1','709353','IPE')"
02054-0,020540 CPFL ENERGIAS RENOVÁVEIS S.A.,Assembleia,AGE,Boletim de voto a distância,20191004 04/10/2019 15:00,20190904 04/09/2019 16:49,Ativo,1,AP,"OpenDownloadDocumentos('234729','1','709371','IPE')"
02057-5,020575 JBS S.A.,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,"Notícia divulgada na mídia, -",20190904 04/09/2019,20190904 04/09/2019 21:08,Ativo,1,AP,"OpenDownloadDocumentos('234781','1','709426','IPE')"
02057-5,020575 JBS S.A.,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,"Apresentação JBS Day NY , -",20190904 04/09/2019,20190904 04/09/2019 22:30,Inativo,1,AP,"OpenDownloadDocumentos('234786','1','709431','IPE')"
02064-8,020648 CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190801 08/2019,20190904 04/09/2019 13:26,Ativo,1,AP,"OpenDownloadDocumentos('234707','1','709346','IPE')"
02064-8,020648 CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190904 04/09/2019 13:31,Ativo,1,AP,"OpenDownloadDocumentos('234708','1','709347','IPE')"
02079-6,020796 BCO DAYCOVAL S.A.,Reunião da Administração,Conselho de Administração,"Indicação de diretor responsável pelo cumprimento das regras das Instruções CVM nºs 541/2013, nº 542/2013 e 543/2013; e indicação do diretor responsável pelo cumprimento da Resolução nº 4.677/2018,Ata",20190820 20/08/2019 10:00,20190904 04/09/2019 09:50,Ativo,1,AP,"OpenDownloadDocumentos('234646','1','709285','IPE')"
02081-8,020818 ISEC SECURITIZADORA S.A.,Assembleia,AGCRI,"ATA DE ASSEMBLEIA GERAL EXTRAORDINÁRIA ,Ata",20190904 04/09/2019 11:00,20190904 04/09/2019 16:49,Ativo,1,AP,"OpenDownloadDocumentos('234728','1','709370','IPE')"
02081-8,020818 ISEC SECURITIZADORA S.A.,Assembleia,AGCRI,"ATA DE REUNIÃO DA ADMINISTRAÇÃO ,Ata",20190904 04/09/2019 11:30,20190904 04/09/2019 17:05,Ativo,1,AP,"OpenDownloadDocumentos('234737','1','709380','IPE')"
02081-8,020818 ISEC SECURITIZADORA S.A.,Estatuto Social,,,20190830 30/08/2019,20190904 04/09/2019 17:09,Ativo,1,AP,"OpenDownloadDocumentos('234739','1','709383','IPE')"
02088-5,020885 BCO INDUSVAL S.A.,Formulário de Referência,,,20190101 2019,20190904 04/09/2019 16:26,Inativo,7,RE,"OpenDownloadDocumentos('87138','7','020885FRE201920190700087138-76','')"
02091-5,020915 MRV ENGENHARIA E PARTICIPACOES S.A.,Fato Relevante,,"Conselho de Administração Recomenda à AGE - Aquisição de Participação Primária na AHS, -",20190904 04/09/2019,20190904 04/09/2019 20:28,Inativo,1,AP,"OpenDownloadDocumentos('234777','1','709422','IPE')"
02091-5,020915 MRV ENGENHARIA E PARTICIPACOES S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Divulgação dos Estudos Sobre Possibilidade de Investimento na AHS Residential, -",20190904 04/09/2019,20190904 04/09/2019 21:36,Ativo,1,AP,"OpenDownloadDocumentos('234783','1','709428','IPE')"
02091-5,020915 MRV ENGENHARIA E PARTICIPACOES S.A.,Assembleia,AGE,"Aprovar o investimento pela Companhia na AHS Residential,Aprovar o Laudo de Avaliação,Ratificar a contratação da Morrison, Brown, Argiz & Farra., como empresa especializada responsável pela elaboração do laudo de avaliação da AHS Residential,Proposta da Administração",20191004 04/10/2019 10:00,20190904 04/09/2019 23:07,Cancelado,1,AP,"OpenDownloadDocumentos('234787','1','709432','IPE')"
02091-5,020915 MRV ENGENHARIA E PARTICIPACOES S.A.,Assembleia,AGE,Boletim de voto a distância,20191004 04/10/2019 10:00,20190904 04/09/2019 23:33,Cancelado,1,AP,"OpenDownloadDocumentos('234788','1','709433','IPE')"
02091-5,020915 MRV ENGENHARIA E PARTICIPACOES S.A.,Assembleia,AGE,"Aprovar o investimento pela Companhia na AHS Residential,Aprovar o Laudo de Avaliação,Ratificar a contratação da Morrison, Brown, Argiz & Farra., como empresa especializada responsável pela elaboração do laudo de avaliação da AHS Residential,Edital de Convocação",20191004 04/10/2019 10:00,20190904 04/09/2019 23:44,Cancelado,1,AP,"OpenDownloadDocumentos('234790','1','709435','IPE')"
02091-5,020915 MRV ENGENHARIA E PARTICIPACOES S.A.,Assembleia,AGE,Manual para participação,20191004 04/10/2019 10:00,20190904 04/09/2019 23:47,Cancelado,1,AP,"OpenDownloadDocumentos('234791','1','709436','IPE')"
